Datetime;Open;High;Low;Close;Vol
1542841200000;9034,7;9050,5;9016,300000000001;9034,400000000001;54412
1542855600000;9028,8;9036,599999999999;9025,4;9026,9;5429
1542888000000;9031,1;9058;9018,300000000001;9030,9;98574
1542891600000;9026,6;9039,4;9026,1;9035,300000000001;18681
1542895200000;9035,3;9040,599999999999;9025,099999999999;9033,4;18775
1542898800000;9033,3;9046,3;9027,3;9033,099999999999;18554
1542902400000;9033;9042,2;9031,1;9034,9;18122
1542906000000;9034,9;9040,6;9032,1;9034,6;15610
1542938400000;9034,1;9043,300000000001;9027,9;9032,300000000001;42400
1542942000000;9034,7;9036,1;9028,400000000001;9031,400000000001;828
1542945600000;9031,5;9032;9027,9;9031,5;743
1542949200000;9031,6;9032,1;9027,9;9029,300000000001;627
1542952800000;9031;9035,7;9026,9;9031;2357
1542963600000;9053;9060,9;9020,6;9052,6;44294
1542967200000;9058,1;9085,7;9049;9084,5;21199
1542970800000;9084,4;9089,5;9072,9;9081,5;17187
1542974400000;9081,2;9083,2;9073,2;9082,5;13024
1542978000000;9082,5;9087,9;9069,7;9086,7;21405
1542981600000;9086,5;9086,8;9077;9081,7;16674
1542985200000;9080,1;9082,300000000001;9072;9079,5;16888
1542988800000;9079,2;9086,7;9077,5;9082,400000000001;4041
1542992400000;9087,6;9092,6;9079,300000000001;9086,1;28909
1542996000000;9085,9;9096,199999999999;9085,699999999999;9095,8;14140
1542999600000;9096,1;9097,7;9089,7;9090,7;9773
1543003200000;9091;9096,6;9080;9094,6;16687
1543186800000;9089;9091,4;9087,1;9089,3;1522
1543194000000;9092;9098,1;9082,2;9089;7877
1543197600000;9094,7;9097,2;9092,1;9094,5;1297
1543201200000;9096,6;9096,6;9086,2;9088,7;1229
1543204800000;9088,8;9089;9081,099999999999;9081,3;1119
1543208400000;9081,5;9083,7;9078,7;9080,2;1296
1543212000000;9080,1;9081,800000000001;9072,2;9075,7;3842
1543215600000;9075,4;9077,699999999999;9058,1;9060,699999999999;17302
1543219200000;9066,2;9068,5;9030,6;9042,300000000001;16438
1543237200000;9062,1;9064,5;9030,7;9062,300000000001;90338
1543240800000;9056,2;9076;9055,1;9071;17364
1543244400000;9075,7;9089,5;9068;9075,400000000001;17873
1543248000000;9088;9094,5;9079,1;9092,9;17215
1543251600000;9092,9;9093,5;9082,8;9086,199999999999;16367
1543255200000;9086;9091,8;9080,6;9088,2;8238
1543258800000;9088;9092,2;9082,7;9085,9;22853
1543262400000;9085,7;9087,7;9081,7;9083,400000000001;14667
1543276800000;9086;9095,7;9080;9086,1;6924
1543284000000;9091;9092,2;9084,5;9087,8;4767
