Datetime;Open;High;Low;Close;Vol
1542841200000;11384,3;11389,599999999999;11384;11388,099999999999;2234
1542844800000;11388,3;11391,8;11385,099999999999;11387,099999999999;3645
1542848400000;11389,6;11390,800000000001;11385;11390,1;3877
1542852000000;11390;11400,5;11389,3;11397,5;5604
1542855600000;11396,4;11399,1;11395,6;11397,699999999999;1346
1542859200000;11395,5;11397;11394;11395,5;2167
1542866400000;11396,6;11411,5;11394;11395,5;14705
1542870000000;11404,6;11409,1;11395,4;11400;15279
1542873600000;11400,1;11407,5;11393,7;11402,800000000001;17152
1542877200000;11403;11404,4;11400,9;11401,8;1932
1542880800000;11424,2;11433,7;11400,7;11424,300000000001;52447
1542884400000;11415;11419,1;11410,2;11411,8;6037
1542888000000;11419,3;11420;11397,8;11406,699999999999;32844
1542895200000;11412,1;11416,4;11400,9;11403,6;26621
1542902400000;11403,6;11411;11390,7;11403,6;28965
1542906000000;11407,6;11409,4;11399,300000000001;11407,2;4870
1542909600000;11407,1;11408,2;11403,4;11407,9;0
1542920400000;11404,7;11408,400000000001;11400;11405,6;0
1542924000000;11400;11406,9;11399,7;11403,5;0
1542927600000;11403,5;11404,5;11400,5;11402,1;1231
1542931200000;11402,3;11405,4;11400,199999999999;11404,4;2829
1542934800000;11404,5;11407,3;11403,1;11406,5;3586
1542938400000;11409,3;11412,099999999999;11403,199999999999;11409,199999999999;3797
1542942000000;11408,7;11415,6;11407;11413,400000000001;4102
1542945600000;11413,3;11415,9;11413,199999999999;11414,5;2223
1542949200000;11413,3;11416,3;11412,4;11414;5984
1542952800000;11414,2;11420,800000000001;11409,6;11413;8504
1542956400000;11413;11416,7;11406,6;11412,6;15448
1542960000000;11412,7;11418,300000000001;11365,400000000001;11372,5;61075
1542963600000;11377,6;11384,2;11364,9;11374;42890
1542967200000;11374;11379,7;11345,9;11349,2;35177
1542970800000;11349,2;11349,900000000001;11337,2;11343,300000000001;17029
1542974400000;11347,6;11359,7;11343,300000000001;11348;28499
1542978000000;11348,2;11357,300000000001;11338,7;11350,2;35774
1542981600000;11352;11356,8;11343,9;11346,5;22389
1542985200000;11346,6;11358,800000000001;11342,300000000001;11342,7;32268
1542988800000;11342,6;11345;11331,300000000001;11332,300000000001;37598
1542992400000;11332,4;11339,1;11330,9;11334,5;16329
1543186800000;11334,6;11340,4;11327,2;11328,9;5656
1543190400000;11337,2;11339,7;11332,300000000001;11333,800000000001;7542
1543194000000;11333,9;11337,1;11326;11330,1;13909
1543197600000;11330,3;11333;11327,599999999999;11328,3;5232
1543201200000;11328,4;11339,199999999999;11328,4;11338,3;3554
1543204800000;11340,7;11345,6;11336,5;11345,300000000001;6742
1543208400000;11344,8;11349,099999999999;11336,8;11344,8;5418
1543212000000;11347,3;11353,9;11343,4;11352,199999999999;6973
1543215600000;11352,2;11369,900000000001;11350,2;11362,1;31982
1543219200000;11362,2;11372,1;11357,1;11366,2;15304
1543226400000;11367,6;11383,300000000001;11360,1;11366,4;82388
1543230000000;11366,3;11370,599999999999;11362,699999999999;11367,9;13201
1543233600000;11368,8;11370,5;11354,3;11356,4;17658
1543237200000;11356,3;11375,199999999999;11354,199999999999;11365;38227
1543240800000;11364,8;11366,3;11349,199999999999;11352,8;44783
1543244400000;11353;11356,9;11337,8;11339,6;37007
1543248000000;11339,6;11347,800000000001;11334,6;11334,7;28294
1543251600000;11334,8;11344,199999999999;11333,8;11338,599999999999;9937
1543255200000;11338,7;11342,1;11325,1;11329,900000000001;16223
1543258800000;11330;11334;11327,4;11328,2;15142
1543266000000;11333,7;11335,1;11324,7;11328,2;20731
1543273200000;11330,3;11335,099999999999;11324,699999999999;11330,699999999999;8589
1543276800000;11332,9;11334,9;11329,9;11334,199999999999;4536
1543280400000;11332,5;11333,5;11328;11328,8;5724
1543284000000;11328,8;11335,4;11327,9;11332,4;4946
