Datetime;Open;High;Low;Close;Vol
1542841200000;53072,3;53176,9;53071,3;53170,5;197
1542844800000;53167,1;53214,6;53154,6;53192,2;142
1542852000000;53189;53214,6;53154,6;53192,2;353
1542855600000;53182,8;53228,100000000006;53178,8;53179,9;221
1542870000000;53085,6;53306,7;53042,299999999996;53085,7;54041
1542873600000;53338,1;53430,6;53249,299999999996;53343,5;23200
1542877200000;53343,4;53350,6;53087,9;53115,8;17651
1542880800000;52983,7;53304,799999999996;52765,399999999994;52905,6;102659
1542888000000;52812,9;52904,4;52757,200000000004;52887,6;47260
1542891600000;52887,7;52959,6;52747,799999999996;52866,899999999994;91577
1542895200000;52959,6;52987,7;52797,4;52848,9;24715
1542898800000;52847,8;52971,600000000006;52793,200000000004;52849;31627
1542902400000;52849;52922,4;52814,4;52885,6;19400
1542906000000;52885,6;53081,799999999996;52885,6;53030,4;9975
1542909600000;53028,7;53064,7;52995,899999999994;53023;777
1542913200000;53010,8;53025,200000000004;53007,700000000004;53008,9;778
1542916800000;52976,1;52995,6;52968;52976,1;507
1542920400000;52956,7;52964,299999999996;52927,1;52956,7;57
1542924000000;52886,4;53008,1;52797,1;52888,8;314
1542927600000;52888,8;52956,3;52888,8;52952,3;432
1542938400000;52971,3;52976,3;52937,600000000006;52969,8;979
1542942000000;52960,5;52991,6;52953,8;52991,3;386
1542945600000;52995,8;53123,9;52995,8;53068,3;607
1542960000000;52918,6;52987,2;52851,6;52918,299999999996;43881
1542974400000;52939,6;52939,6;52701,6;52854,2;58854
1542978000000;52853,5;53098,8;52743,2;52872,4;169324
1542981600000;52804,9;52928,1;52753,8;52802,200000000004;26691
1542985200000;52820,5;52887,7;52605,8;52872,6;34511
1542988800000;52867,9;52891,700000000004;52771,3;52854,700000000004;11391
1542996000000;52802,2;52939,6;52768,6;52816,2;49158
1542999600000;52820,8;52865;52813,5;52817;1061
1543003200000;52820,6;52824,7;52768,6;52772,9;368
1543183200000;52931,3;52956,3;52803,100000000006;52928,9;260
1543186800000;52934,5;52941;52888,8;52919;749
1543190400000;52915,7;52940,6;52910,799999999996;52926,7;872
1543194000000;52915,5;52936,9;52888,8;52917,8;323
1543197600000;52917,7;52917,7;52888,799999999996;52888,799999999996;43
1543201200000;52888,8;52910,4;52843,3;52867,3;397
1543204800000;52863,3;52912,8;52851,9;52873,3;336
1543208400000;52876,8;52886,3;52799,3;52820,4;507
1543215600000;52684,5;52886,3;52644,9;52820,4;55909
1543226400000;52427,8;52719,600000000006;52341,700000000004;52427,8;154991
1543230000000;52461,8;52484,8;52205;52306,8;66743
1543233600000;52306,2;52359;52223,2;52293,799999999996;38933
1543237200000;52299,6;52337,5;52207,799999999996;52316,2;22692
1543240800000;52316,2;52409,1;52312,7;52357,6;7555
1543244400000;52232,7;52466,299999999996;52197,7;52391,799999999996;58368
1543248000000;52543,6;52667,2;52366,9;52543,6;29140
1543251600000;52504,4;52504,9;52401,700000000004;52426,6;36484
1543255200000;52427;52519,6;52422,8;52505,9;14026
1543258800000;52556,5;52588,4;52487,4;52556,4;20673
1543262400000;52575,8;52624,4;52495,3;52498,4;12533
