Datetime;Open;High;Low;Close;Vol
1542844800000;17588,7;17601,4;17572,600000000002;17588,8;8637
1542848400000;17590,9;17621;17589,7;17617,4;3370
1542859200000;17623;17632,3;17608,3;17622,9;4995
1542862800000;17625,8;17632,3;17602,899999999998;17624,6;6906
1542866400000;17629,1;17641;17623,899999999998;17625,1;4699
1542870000000;17625,1;17636,699999999997;17619,399999999998;17628,6;6535
1542880800000;17650,9;17813;17626,800000000003;17780,100000000002;139766
1542884400000;17779,9;17787,800000000003;17642,4;17746,2;49452
1542888000000;17746,3;17760;17714;17758,1;47184
1542909600000;17732,9;17784,4;17720,7;17772;194910
1542913200000;17748,4;17752,300000000003;17741;17745;7122
1542916800000;17744,5;17757,3;17729,3;17754,2;9454
1542920400000;17754,2;17757,5;17735,2;17742,8;2033
1542924000000;17742,8;17746,399999999998;17738,6;17738,6;938
1542927600000;17758,9;17762,600000000002;17738,5;17754,2;1685
1542931200000;17755,5;17759,4;17747;17749,2;2999
1542934800000;17749,5;17760,3;17743,4;17757;2296
1542938400000;17756,7;17764,7;17753,3;17761,2;740
1542952800000;17761,4;17764;17747,7;17763;3816
1542960000000;17752,4;17755;17721,4;17737,300000000003;62734
1542963600000;17742;17770,3;17727,5;17753,3;94087
1542967200000;17746,8;17774,1;17743,5;17770,2;35004
1542970800000;17757,7;17774,100000000002;17717,2;17745,2;50764
1542974400000;17744,4;17759,100000000002;17728,4;17738,5;46216
1542992400000;17717,2;17756,2;17700,5;17707,2;222979
1543190400000;17710,7;17739;17688,9;17710,8;58791
1543194000000;17707,8;17719,899999999998;17688,8;17696,6;7694
1543197600000;17696,4;17702,2;17685;17686,2;3913
1543201200000;17686,3;17686,899999999998;17668,899999999998;17679,6;3859
1543215600000;17666;17691,8;17640,5;17666;63507
1543219200000;17641,7;17673,9;17640,600000000002;17660,8;52164
1543222800000;17665,8;17675,399999999998;17642,1;17653,1;38825
1543226400000;17668,5;17686;17639;17680,7;55003
1543230000000;17680,7;17697,5;17678,9;17692,2;22323
1543237200000;17711;17734,8;17681,6;17734,7;103380
1543240800000;17735;17738,7;17706,7;17716,5;31633
1543244400000;17726,2;17733;17706,7;17716,5;18284
1543248000000;17724,3;17735,6;17706,5;17710,1;71692
1543255200000;17724,3;17737,399999999998;17704,8;17729,3;54080
1543258800000;17729,3;17732,8;17715,899999999998;17719,1;21323
1543262400000;17719,1;17720,5;17711,5;17717,899999999998;23644
1543266000000;17716,7;17753;17712,7;17725,4;3725
1543273200000;17740,3;17753,8;17734,7;17738,1;4856
1543287600000;17742,4;17751,9;17718,9;17738,600000000002;23552
1543291200000;17731,4;17731,9;17718,100000000002;17725,4;3194
1543302000000;17659,7;17726;17569,8;17675,9;70316
1543305600000;17636,8;17637,2;17603,2;17630,2;38505
1543309200000;17629,7;17636,600000000002;17611,100000000002;17623,2;67056
1543312800000;17623,5;17641,2;17616,6;17624,1;60473
1543323600000;17608,3;17638,7;17583,1;17632,2;156357
1543327200000;17632,7;17649,7;17615,4;17636,7;54079
1543330800000;17637,4;17652,300000000003;17619,5;17638;50264
1543341600000;17676,4;17678;17634,100000000002;17676,5;127818
1543345200000;17639,7;17644,600000000002;17615,8;17616,7;30711
1543374000000;17609,3;17644,3;17602,8;17609;55599
1543377600000;17609,7;17617,4;17601,7;17609,3;3277
1543381200000;17609,2;17624,2;17609;17610,5;3130
1543384800000;17610,1;17623,6;17602,3;17623,6;4386
1543388400000;17623,1;17625,8;17606,399999999998;17618,3;45413
1543392000000;17618,2;17624,8;17612,2;17618,3;11616
1543395600000;17632,4;17645,7;17607,7;17633;88301
1543399200000;17633;17675,4;17633;17661,2;31694
1543402800000;17671,9;17688,7;17658,9;17676,9;52208
1543406400000;17676,9;17678,4;17664,2;17672,2;12133
1543410000000;17672,6;17680;17643,8;17652,1;65426
1543413600000;17652,2;17674,7;17636,4;17669,100000000002;62762
1543417200000;17669,4;17678,2;17630,100000000002;17653,4;54509
1543420800000;17631,3;17654,2;17613,6;17645,3;53970
1543424400000;17646,1;17646,6;17490,3;17538,8;50312
1543428000000;17538,6;17554,199999999997;17521,1;17531,6;46122
1543431600000;17531,5;17549,2;17522,5;17540,3;46290
1543435200000;17550,9;17554;17538,100000000002;17541;28499
1543442400000;17545,2;17564;17540,5;17549,9;8127
1543446000000;17553,8;17567,5;17545,3;17557,5;3298
1543453200000;17570;17580,9;17539,8;17569,9;9603
1543456800000;17581,3;17586,5;17566,6;17577,7;6090
1543460400000;17577,8;17578,399999999998;17558,5;17563,1;3029
1543464000000;17557,5;17567,4;17554,6;17556,2;7512
1543467600000;17556,4;17562,100000000002;17539,100000000002;17541,800000000003;4422
1543471200000;17541,8;17544,8;17530,1;17535,8;5916
1543482000000;17450,2;17543,2;17434,100000000002;17448,600000000002;152924
1543492800000;17407,4;17469,2;17387,5;17446,4;157405
1543496400000;17405,3;17423,8;17398;17419,3;56440
1543500000000;17419,6;17457,3;17412,199999999997;17453,8;54892
1543528800000;17463,8;17497,1;17402;17459,6;237696
1543532400000;17463,9;17472,600000000002;17454,9;17456,600000000002;5047
1543536000000;17456,6;17462,699999999997;17447;17458,1;4492
1543546800000;17460;17469;17447,9;17463,9;16450
1543550400000;17460,6;17471,399999999998;17456,399999999998;17466,199999999997;3738
1543557600000;17475,1;17478,699999999997;17461,399999999998;17470,5;7037
1543561200000;17466,4;17481;17459,100000000002;17468,9;42696
1543564800000;17479,6;17506,899999999998;17468,699999999997;17480,1;43984
1543586400000;17456,2;17512,100000000002;17440,3;17466,2;373158
1543590000000;17463,5;17500,7;17459,7;17494;52107
1543593600000;17466,4;17496,5;17454,600000000002;17466,100000000002;80145
1543597200000;17466,1;17482,199999999997;17454;17473,699999999997;43302
1543604400000;17453,2;17476,3;17442;17445,100000000002;59803
1543608000000;17450,5;17453,7;17427,3;17430,4;26893
1543788000000;17287,6;17306,3;17238,1;17296;4345
1543791600000;17298,3;17315,399999999998;17286;17288,899999999998;4372
1543795200000;17288,8;17364,6;17286,5;17359,6;5071
1543798800000;17359,5;17360,9;17325,3;17353,1;5118
1543802400000;17353;17356,7;17340,3;17352;2658
1543806000000;17358,1;17358,3;17339,899999999998;17348,5;4141
1543809600000;17338,9;17353,7;17322,5;17331,9;7581
1543860000000;17310,9;17371,9;17205,4;17208,2;491078
1543863600000;17305,2;17316,3;17301,100000000002;17315,4;28684
1543867200000;17315,3;17315,3;17301,399999999998;17306,7;33271
1543870800000;17304;17310,5;17284,1;17287,7;2329
1543874400000;17286,7;17295,3;17270,600000000002;17294,5;2062
1543878000000;17294,7;17297;17286,7;17294,100000000002;4153
1543888800000;17295,2;17313,600000000002;17277,4;17295,3;20172
1543892400000;17304,3;17311;17279,6;17279,8;6651
1543896000000;17281,4;17285,600000000002;17273,7;17281,4;7315
1543903200000;17281,6;17285;17260,899999999998;17263,3;9729
1543917600000;17326,1;17365,8;17234;17281,399999999998;262667
1543921200000;17345,2;17363,9;17341,600000000002;17345,3;57438
1543924800000;17344,4;17350,9;17321,600000000002;17343;54315
1543928400000;17342,9;17355,2;17322,2;17328,100000000002;66692
1543939200000;17301,3;17332,8;17279,899999999998;17301,7;133901
1543950000000;17320,9;17343,2;17262,4;17325,300000000003;163744
1543953600000;17325,9;17329,7;17320,5;17326,800000000003;17395
1543960800000;17312,3;17329,7;17307;17326,8;20531
1543964400000;17326,3;17329,1;17309;17313,3;4478
1543968000000;17313,4;17418,100000000002;17286,600000000002;17389,600000000002;7653
1543971600000;17389,4;17403,100000000002;17352,9;17359,9;5396
1543982400000;17401,8;17428,399999999998;17355,8;17401,2;20253
1543986000000;17408,7;17418,4;17386,3;17389,2;6228
1543989600000;17391,3;17399,2;17381;17391,899999999998;6416
1544000400000;17460;17484,9;17373,8;17425,2;118977
1544004000000;17455,6;17500,1;17455,1;17500;28650
1544007600000;17499,5;17535,3;17493,4;17523,4;46725
1544011200000;17504,7;17517,4;17486,5;17504;38183
1544022000000;17480,6;17526,6;17461,399999999998;17480,699999999997;135235
1544032800000;17544,5;17551,1;17504;17519,7;109494
1544036400000;17539;17545,5;17524,6;17527,6;19617
1544047200000;17507,3;17531,2;17496,2;17512;24526
1544050800000;17510,1;17536,6;17507,8;17511,5;5021
1544054400000;17511,5;17546,4;17510,2;17544,8;6377
1544058000000;17544,8;17588,3;17544,6;17581;2345
1544061600000;17584,6;17604,3;17566,699999999997;17597,899999999998;10120
1544065200000;17598,1;17617,3;17597,199999999997;17603,399999999998;6368
1544076000000;17578,1;17624,399999999998;17570,199999999997;17603,5;16968
1544086800000;17620,7;17654,7;17570,2;17603,5;67709
1544104800000;17697,3;17728,6;17555,399999999998;17592,3;280272
1544130000000;17666,6;17728,6;17555,399999999998;17592,3;283108
1544133600000;17638,6;17688;17638,6;17666,399999999998;34210
1544151600000;17676,9;17689,9;17650,300000000003;17665,300000000003;21546
1544166000000;17680,2;17702,2;17637,100000000002;17660,8;51952
1544169600000;17667;17706,7;17643,7;17645,8;42177
1544173200000;17645,7;17654,600000000002;17626,5;17654,2;34359
1544184000000;17683,4;17723,300000000003;17644;17683,9;120674
1544191200000;17664;17714,8;17618,8;17627,8;108557
1544212800000;17676,9;17693,600000000002;17603,100000000002;17658,800000000003;216068
1544392800000;17666,9;17692,2;17653,100000000002;17682;2511
1544396400000;17685;17689,7;17676,2;17689,7;1043
1544400000000;17709,1;17720,699999999997;17661,8;17694,3;9510
1544403600000;17673,7;17673,9;17648,5;17663,2;3831
1544407200000;17655,1;17676,8;17645,3;17651,5;9773
1544410800000;17660,6;17666,6;17651;17654;3284
1544414400000;17654,4;17669,100000000002;17645,5;17648,600000000002;5015
1544418000000;17649,1;17666,1;17647,1;17660,6;4691
1544421600000;17640,5;17664,9;17636,4;17648,8;6852
